Sentence,Labels
"Fever , nighttime Urine , Nausea , High Fever , High Temperature have been bothering me .","['B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"For the last week , I 've noticed Nausea , cephalalgia , Vomiting , Chills , Hives , Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I am suffering from Fever, Chills, Yellow Skin.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Could Yellow Skin , Abdominal Pain , Blood in Stool , Dark Urine , Pale Skin , throw up be related ?","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Sleepiness , Anxiety , Insomnia , Confusion , Fatigue , slackness have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"For the last week, I've noticed Sneezing, Runny Nose, Fatigue.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing shivering , Fever , High Fever , Cough , Runny Nose , and Diarrhea for the past few days .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could slump , Lethargy , Hallucinations , Mood Swings be related ?","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Sore Throat , Fever , Diarrhea , High pyrexia , Vomiting has been tough .","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I have been experiencing Anxiety , drowsiness , Lethargy , Fatigue , and Insomnia for the past few days .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are sneeze , Fatigue , Runny Nose , Fever .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Experiencing febricity , Sneezing , Runny Nose has been tough .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"I'm dealing with Fever, Sore Throat, Fatigue, Cough, Runny Nose and it's getting worse.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are Swelling , Confusion , Shortness of Breath , Fatigue , Difficulty ventilation .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"Could Headache , Pale Skin , Light predisposition , Hearing Loss be related ?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Could Sneezing , Hallucinations , Sore pharynx , Runny Nose , Chest Pain be related ?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Blood in Stool , sickness , Abdominal Pain , Dark Urine have been bothering me .","['B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Headache , Fatigue , hive , Diarrhea .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Recently , I have had Chest Pain , Excessive Sweating , Shortness of Breath , Fatigue , Rapid Heart pace , Swelling , Irregular Heartbeat .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Could Cough , Chills , Diarrhea , high gear Temperature , Vomiting , Sore Throat be related ?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Bleeding , Rash , Hair Loss , Itching , Skin ulceration has been tough .","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from Fatigue , High Temperature , Vomiting , Diarrhea , Cough , Sore pharynx , Chills .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing weariness , Tingling , Swelling , and Bone Pain for the past few days .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could Bloating, Swelling, Acid Reflux, Fatigue be related?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Fatigue, Irregular Heartbeat, Chest Pain has been tough.","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O']"
"Recently , I have had emesis , Diarrhea , High Fever , Runny Nose , Cough .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Could Pale Skin , Bleeding , bulge , Bone Pain be related ?","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Recently, I have had Hand Tremor, Balance Problems, Difficulty Walking, Confusion.","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Difficulty Walking , Hand Tremor , Confusion , Balance job , Muscle Weakness , Memory Loss have been bothering me .","['B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Recently , I have had Hair Loss , Skin Ulcers , Bruising , Itching , jut , Rash , Spots on Skin .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"Recently , I have had Yellow Skin , Vomiting , Nausea , Blood in Stool , Abdominal Pain , Fever , iniquity Urine .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with Runny Nose , Fever , Fatigue , sneeze and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recently, I have had Rapid Heart Rate, Shortness of Breath, Confusion.","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Could Fever, Diarrhea, High Temperature, Fatigue, Cough be related?","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"Experiencing Loss of Balance , Muscle Weakness , Bone Pain , Joint Pain , Bloating , fatigue duty , Swelling has been tough .","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I am suffering from Confusion , Fever , disgorgement , Stiff Neck , Nausea .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"My symptoms are Fever , emesis , Headache .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"I 'm dealing with Fatigue , Confusion , Chest Pain , Dizziness , Shortness of breathing space and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are Yellow tegument , Blood in Stool , Vomiting .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"My symptoms are Joint Pain , Bloating , Acid Reflux , red of Balance , Swelling , Fatigue , Muscle Weakness .","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I am suffering from Memory Loss , Muscle Weakness , Hand Tremor , Difficulty Walking , Confusion , Balance problem .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I 'm dealing with ivory Pain , Swelling , Acid Reflux , Bloating and it 's getting worse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"Experiencing Headache , sickness , Confusion has been tough .","['O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"I am suffering from Hallucinations , Depression , Insomnia , Sleepiness , remembering Loss , Lethargy .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Abdominal annoyance , Nausea , Vomiting , Fever , High Temperature , Blood in Stool , Pale Skin have been bothering me .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"I am suffering from shudder , Sneezing , Sore Throat , Chest Pain .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"My symptoms are memory board Loss , Fatigue , Sleepiness .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I am suffering from Fatigue , Yellow Skin , Headache , pyrexia .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"Chills , Confusion , Fever , Swelling , Shortness of Breath , Cold custody and Feet , Difficulty Breathing have been bothering me .","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Symptoms include Swelling , Joint hurting , Bloating , Fatigue .","['O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Recently, I have had Tingling, Headache, Bleeding.","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"My symptoms are Chest Pain , Swelling , Irregular Heartbeat , Shortness of Breath , Fatigue , Excessive perspiration .","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"My symptoms are Shortness of Breath, Rapid Heart Rate, Irregular Heartbeat, Chest Pain, Fatigue, Excessive Sweating.","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I am suffering from Tingling , Pale Skin , Bone Pain , Numbness , Swelling , pyrexia , Fatigue .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Experiencing Hallucinations, Sleepiness, Anxiety has been tough.","['O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"Experiencing Lethargy , Memory passing , Sleepiness , Hallucinations , Confusion has been tough .","['O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"Hallucinations, Chills, Runny Nose, Sore Throat have been bothering me.","['B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are High Temperature , Diarrhea , Fever , Sore pharynx , Runny Nose , Vomiting .","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Could retentivity Loss , Anxiety , Mood Swings , Hallucinations , Insomnia be related ?","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"For the last week , I 've noticed Yellow peel , Dark Urine , Pale Skin , Nausea , Fever , High Fever .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Runny nozzle , Sneezing , Fatigue have been bothering me .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Symptoms include Chills , Sore Throat , Runny Nose , Sneezing , Hallucinations , Chest painfulness .","['O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"My symptoms are Sneezing , Sore Throat , Runny Nose , hallucination , Chest Pain , Chills .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Recently , I have had Confusion , gruffness of Breath , Cold Hands and Feet , Fever .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"For the last week , I 've noticed Fatigue , Balance Problems , Difficulty walk , Difficulty Walking , Memory Loss , Muscle Weakness , Paralysis .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Symptoms include Swelling , Fatigue , Excessive perspiration , Rapid Heart Rate , Chest Pain , Irregular Heartbeat , Shortness of Breath .","['O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"For the last week, I've noticed Abdominal Pain, Dark Urine, Blood in Stool, High Temperature.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Symptoms include Chest Pain, Confusion, Fatigue.","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I have been experiencing Anxiety, Sleepiness, and Mood Swings for the past few days.","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
"My symptoms are Fever , Vomiting , Runny Nose , Chills , highschool Fever .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"Recently , I have had Stiff neck opening , Headache , Fever , Confusion .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"For the last week , I 've noticed Shortness of Breath , High Fever , febricity , Cough , High Temperature .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"My symptoms are Abdominal bother , Dark Urine , Fever , Vomiting , Nausea , Blood in Stool , Yellow Skin .","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Symptoms include Muscle Weakness , Memory red , Difficulty Walking , Muscle Weakness , Paralysis , High Blood Pressure , Hand Tremor .","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Recently , I have had Sneezing , weariness , Runny Nose , Fever .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"I am suffering from Photophobia , Confusion , Rash , Dizziness , cephalalgia , Pale Skin , Light Sensitivity .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"I 'm dealing with Blood in Stool , Abdominal Pain , Nausea , Yellow Skin , emesis and it 's getting worse .","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Experiencing Fever , Breathing trouble , Fatigue has been tough .","['O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
"Recently , I have had Blood in Stool , Abdominal Pain , Yellow peel , Nausea .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"Symptoms include Muscle Weakness , Hand shudder , Confusion , Balance Problems , Difficulty Walking .","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"For the last week , I 've noticed Fever , urtication , Nausea , Vomiting .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Symptoms include Excessive Sweating , Fatigue , Shortness of Breath , Irregular Heartbeat , Chest Pain , gibbousness , Rapid Heart Rate .","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O']"
"My symptoms are weariness , Tingling , Pale Skin , Bleeding .","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
"Hearing Loss, Dizziness, Yellow Skin have been bothering me.","['B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O']"
"Experiencing Memory Loss , Confusion , Hand Tremor , Difficulty Walking , Balance Problems , sinew Weakness has been tough .","['O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Could photalgia , Nausea , Fever , Headache , Stiff Neck be related ?","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O']"
"Experiencing muddiness , Fever , Shortness of Breath , Difficulty Breathing , Fatigue has been tough .","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O']"
